Participant,sample1_1,sample1_2,sample1_3,sample1_4,sample1_5,sample1_6,sample1_7,sample1_8,sample2_1,sample2_2,sample2_3,sample2_4,sample2_5,sample2_6,sample2_7,sample2_8,sample3_1,sample3_2,sample3_3,sample3_4,sample3_5,sample3_6,sample3_7,sample3_8,sample4_1,sample4_2,sample4_3,sample4_4,sample4_5,sample4_6,sample4_7,sample4_8,sample5_1,sample5_2,sample5_3,sample5_4,sample5_5,sample5_6,sample5_7,sample5_8,sample6_1,sample6_2,sample6_3,sample6_4,sample6_5,sample6_6,sample6_7,sample6_8,sample7_1,sample7_2,sample7_3,sample7_4,sample7_5,sample7_6,sample7_7,sample7_8,sample8_1,sample8_2,sample8_3,sample8_4,sample8_5,sample8_6,sample8_7,sample8_8,sample9_1,sample9_2,sample9_3,sample9_4,sample9_5,sample9_6,sample9_7,sample9_8,sample10_1,sample10_2,sample10_3,sample10_4,sample10_5,sample10_6,sample10_7,sample10_8,sample11_1,sample11_2,sample11_3,sample11_4,sample11_5,sample11_6,sample11_7,sample11_8,sample12_1,sample12_2,sample12_3,sample12_4,sample12_5,sample12_6,sample12_7,sample12_8
8,-3.685614852,-3.60678714,-9.455614084,-10.3853159,-3.216912445,-9.670660452,-1.148022817,-10.2749248,7.478908479,8.77458229,11.62091166,15.24110968,5.111635428,13.28000893,5.463964803,12.49529499,6.92189727,7.491761566,12.25051394,15.04238756,4.721913441,13.43549881,4.717607738,12.16041375,8.310857735,9.454430785,14.94569707,18.39260393,6.022317818,16.38503713,5.561836789,16.13869318,0.542094781,0.369694931,0.414243983,0.356198034,-0.399296574,0.143511352,0.164926936,-0.884425917,3.238839929,3.503533095,3.376437113,2.563541749,2.592965673,2.564429453,2.392943455,4.141998748,55.93407204,76.99329436,135.0455878,232.2914244,26.12881675,176.3586371,29.85491137,156.1323969,0.420358162,0.420358162,0.420358162,0.420358162,0.420358162,0.420358162,0.420358162,0.420358162,2.261258607,2.261258607,2.261258607,2.261258607,2.261258607,2.261258607,2.261258607,2.261258607,-994832.3329,-994832.3329,-994832.3329,-994832.3329,-994832.3329,-994832.3329,-994832.3329,-994832.3329,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,-11210944925.0497+10526005682.7876i,21.81533608,28.23195822,70.55077167,106.8456551,11.45506944,84.79400614,9.770276795,82.26348698
8,-2.152625206,-2.272434786,-2.772702167,-2.369878374,-0.367931014,-3.093405042,-0.377053451,-3.238277275,8.732287388,10.06494866,12.70668124,11.4040043,6.260931844,12.00314612,5.215616955,13.86082393,7.260989649,8.088937626,10.49845744,8.952512648,5.058808038,9.73980414,4.160634665,10.3548015,8.959992021,10.27925862,12.95631888,11.60325318,6.246882061,12.34913823,5.20854446,14.18041249,-0.121037387,-0.177286028,0.110449546,0.162066598,-0.475775,-0.080944507,-0.138689534,-1.105930999,2.96681225,3.205076889,2.71205326,3.522354451,2.679550665,3.156475598,2.669689061,4.886662874,76.25284303,101.3031915,161.4597481,130.051314,39.19926755,144.0755167,27.20266022,192.1224399,0.483498395,0.483498395,0.483498395,0.483498395,0.483498395,0.483498395,0.483498395,0.483498395,1.957472806,1.957472806,1.957472806,1.957472806,1.957472806,1.957472806,1.957472806,1.957472806,-654024.6968,-654024.6968,-654024.6968,-654024.6968,-654024.6968,-654024.6968,-654024.6968,-654024.6968,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,91744833542.1149+182702844668.847i,25.35628547,33.37290194,53.01925299,42.52358857,12.32528585,48.16634506,8.568467187,63.51087763
8,-4.309923147,-4.177658232,-7.595790191,-10.5573259,-0.182161592,-7.703501753,-4.384898659,-2.066617648,8.808227624,10.90999915,16.18752527,14.11889469,6.671190819,12.94128659,5.209301738,12.61030635,7.942682486,9.486247459,13.59341506,13.54474463,5.317980692,11.8653013,5.281302393,10.03048276,9.774689686,11.64200337,17.82280428,17.58460204,6.647161589,15.01637959,6.793290015,12.72904838,-0.149548135,-0.124935218,-0.594683125,-0.724821046,-0.810312763,-0.057006252,-0.487900706,-0.602027564,2.616692462,2.501663436,3.760931506,3.962697231,3.888911039,2.748017415,3.336828523,2.903937355,77.58487388,119.0280814,262.0359744,199.3431874,44.50478694,167.4768986,27.1368246,159.0198263,0.53345788,0.53345788,0.53345788,0.53345788,0.53345788,0.53345788,0.53345788,0.53345788,1.831722618,1.831722618,1.831722618,1.831722618,1.831722618,1.831722618,1.831722618,1.831722618,-1031474.283,-1031474.283,-1031474.283,-1031474.283,-1031474.283,-1031474.283,-1031474.283,-1031474.283,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,166062924701.766+70537314299.7592i,30.17700442,42.80809025,100.3280849,97.66463837,13.95542011,71.21981857,14.57574285,51.1755142
8,0.2393498,2.123690557,-4.847363868,-3.461083493,-0.958274333,-4.318825659,-4.128091177,-3.351786003,8.954985867,11.08140807,17.01183738,19.06420546,6.248308259,16.03040318,5.560888311,12.58539484,6.962992581,8.978457204,12.73785324,15.23539552,4.596734936,12.82886336,5.53908972,10.14348141,8.922590295,11.23979903,17.62392412,19.30125782,6.29680822,16.54045363,6.90790787,12.97572935,-0.322506664,-0.397897524,-0.566546272,-0.276428002,-0.678021011,0.614868551,-0.245653613,-0.297228208,3.178990245,3.151234755,4.189318397,3.036829015,4.697660541,3.725154144,3.12011456,2.927580073,80.19177188,122.7976048,289.4026111,363.44393,39.0413561,256.9738262,30.92347881,158.3921634,0.470853935,0.470853935,0.470853935,0.470853935,0.470853935,0.470853935,0.470853935,0.470853935,2.059779173,2.059779173,2.059779173,2.059779173,2.059779173,2.059779173,2.059779173,2.059779173,-1117179.46,-1117179.46,-1117179.46,-1117179.46,-1117179.46,-1117179.46,-1117179.46,-1117179.46,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,489446420888.578-313768207912.926i,25.1450449,39.90136069,98.10106761,117.6633268,12.52308378,86.41024154,15.07174231,53.17826685
8,0.10256569,-0.595238552,1.682972369,1.793992802,-0.943395731,1.460587229,3.584790394,-5.619798575,7.682284681,10.93003452,10.73675952,13.43691948,5.142634464,15.29394406,7.535504484,14.80858753,6.136324539,9.095491105,8.158991581,10.84018256,4.006381823,12.26995141,6.924170466,12.46393262,7.652426073,10.90283557,10.82568687,13.50319489,5.208338543,15.30299491,8.317685057,15.78404163,0.405736399,0.290836407,0.549077795,0.611183437,0.163868359,0.575628813,-0.06407167,-0.22912924,3.092906854,2.515232193,4.102908551,2.626934656,3.553912553,2.958033336,1.789823681,2.345534668,59.01749792,119.4656546,115.278005,180.550805,26.44668923,233.904725,56.78382783,219.2942648,0.464672128,0.464672128,0.464672128,0.464672128,0.464672128,0.464672128,0.464672128,0.464672128,2.153371707,2.153371707,2.153371707,2.153371707,2.153371707,2.153371707,2.153371707,2.153371707,-771031.9933,-771031.9933,-771031.9933,-771031.9933,-771031.9933,-771031.9933,-771031.9933,-771031.9933,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,1031460441296.94-351455335304.332i,18.49561053,37.54475797,37.01530311,57.58951993,8.567789662,73.96448781,21.85120195,78.68769476
8,-2.863535329,-4.757044448,-1.156224807,-2.601730414,-0.604924479,-1.750925505,2.942213686,-0.578536149,8.987963619,9.792255628,12.41459037,12.1799008,6.189383036,19.14515613,11.03795125,18.89306435,7.488623729,9.001966175,9.98028876,9.823439081,5.086542326,15.19488001,9.816771522,16.56266579,9.399052388,10.85157703,12.4191674,12.40732057,6.194381371,19.14924854,11.38095048,18.82683364,-0.577761594,-0.129921582,-0.44632313,0.050626276,0.111598054,-0.666091455,-1.01080181,-0.249923172,4.464733845,3.178817549,2.757803521,3.250171962,2.499295045,3.467436672,3.116780567,1.790174268,80.78349001,95.88827028,154.122054,148.3499835,38.30846236,366.5370032,121.8363677,356.9478805,0.488093091,0.488093091,0.488093091,0.488093091,0.488093091,0.488093091,0.488093091,0.488093091,1.885330609,1.885330609,1.885330609,1.885330609,1.885330609,1.885330609,1.885330609,1.885330609,-1062601.899,-1062601.899,-1062601.899,-1062601.899,-1062601.899,-1062601.899,-1062601.899,-1062601.899,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,722721985330.35-486630681578.076i,27.90220555,37.19256148,48.71417522,48.62128009,12.11898553,115.8174127,40.93364857,111.9502214
8,2.098675255,2.993925911,2.753640146,1.150164817,2.412942033,1.060069118,-3.181688462,6.33263196,10.03082459,12.40713931,12.19320595,27.02033652,4.82756887,19.09366935,8.930391165,14.53209509,8.557525821,10.31561222,9.840292293,19.43955743,4.261408024,14.89556888,7.053535076,13.98736223,10.20898274,12.71530477,12.45298562,26.9374652,5.379846354,19.04727165,9.446802441,15.79898634,-1.143341716,-0.410720099,-0.891065987,-0.943849304,-0.519509762,-1.118608357,-0.39516305,-0.507243948,4.865043962,3.237935383,3.903264394,4.819928854,3.956945218,4.049920046,3.271760728,2.095486486,100.617442,153.937106,148.6742713,730.0985857,23.3054212,364.5682091,79.75188637,211.1817877,0.432277844,0.432277844,0.432277844,0.432277844,0.432277844,0.432277844,0.432277844,0.432277844,2.171684808,2.171684808,2.171684808,2.171684808,2.171684808,2.171684808,2.171684808,2.171684808,-1568611.12,-1568611.12,-1568611.12,-1568611.12,-1568611.12,-1568611.12,-1568611.12,-1568611.12,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,-25120855089.8309-853435305204.953i,32.91814292,51.06507045,48.9798397,229.1837621,9.141345674,114.5871556,28.18642893,78.83677216
8,1.749691643,3.664179302,0.697156897,7.032415994,0.2359604,4.585246085,-0.966899429,1.541944661,6.732451808,9.651171459,9.012995089,26.95607301,2.965546073,10.2662181,4.660596049,9.880457952,5.722989805,6.932217743,7.556830015,21.36449826,2.362784933,9.037700449,3.258962908,8.139703712,6.930194713,10.28747168,9.004187542,27.7546004,2.963164438,11.20639307,4.741693781,9.961237543,0.469261007,0.388087924,0.40201552,-1.41853287,0.786778173,-0.932339207,-0.538901939,-0.32336209,2.569373169,3.55167905,2.580161819,5.828089912,2.580831198,4.406008078,4.328737139,2.631150042,45.32590734,93.14511053,81.23408047,726.6298722,8.794463508,105.3952341,21.72115553,97.62344933,0.336225288,0.336225288,0.336225288,0.336225288,0.336225288,0.336225288,0.336225288,0.336225288,2.86984659,2.86984659,2.86984659,2.86984659,2.86984659,2.86984659,2.86984659,2.86984659,-1056521.67,-1056521.67,-1056521.67,-1056521.67,-1056521.67,-1056521.67,-1056521.67,-1056521.67,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,-141861492952.172-522910823457.199i,15.16915051,33.4262527,25.60704418,243.2990102,2.773204482,39.6645092,7.101291713,31.33985482
8,-0.531608455,-0.942820067,-1.0604638,0.19539652,-1.368475904,1.22334368,2.242226834,-0.932018813,3.355970776,3.656840195,7.582537519,16.69860799,2.232932375,9.466669411,2.863795493,5.777983863,2.849677643,2.655141101,6.54282522,14.23720843,1.971421657,8.058559939,2.801602592,5.07099599,3.384636194,3.762347551,7.626476917,16.63335939,2.611348687,9.508056945,3.628197338,5.829991037,0.073227825,-0.175106654,0.188975992,0.242123373,-0.842502641,0.489116976,0.457268297,0.096095978,2.151508386,5.481579168,1.974847185,2.027257326,4.450038698,1.937594404,2.453506693,2.086123659,11.26253985,13.37248021,57.49487522,278.8435087,4.985986992,89.61782973,8.201324628,33.38509752,0.279522418,0.279522418,0.279522418,0.279522418,0.279522418,0.279522418,0.279522418,0.279522418,4.353273511,4.353273511,4.353273511,4.353273511,4.353273511,4.353273511,4.353273511,4.353273511,-340107.058,-340107.058,-340107.058,-340107.058,-340107.058,-340107.058,-340107.058,-340107.058,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,-34136909313.3116-121146047348.924i,3.618215045,4.470830548,18.37038706,87.38367982,2.153773941,28.55314397,4.157690791,10.73510164
8,1.861437034,-0.376579608,3.772759908,-7.864723243,0.182813524,-2.787218189,2.24210105,1.817734097,3.453330925,4.531991255,7.262282789,9.212544193,3.235836472,10.12012808,2.906427908,7.3584457,3.028747664,3.273354182,6.642683229,9.314912315,2.468579102,8.624667684,3.064570878,6.367835178,3.910983959,4.529652243,8.158179407,12.08516707,3.228150888,10.45814249,3.661597746,7.551234632,0.518381584,0.340594733,-0.055243197,-0.416783353,-0.707555793,0.306958777,-0.606895946,0.415047124,4.57073121,4.123514538,2.595773903,2.264537967,3.623867097,2.862153792,4.249385454,2.426017683,11.92549448,20.53894474,52.7407513,84.87097051,10.47063767,102.4169924,8.447323183,54.14672312,0.405442726,0.405442726,0.405442726,0.405442726,0.405442726,0.405442726,0.405442726,0.405442726,2.526644063,2.526644063,2.526644063,2.526644063,2.526644063,2.526644063,2.526644063,2.526644063,-280835.7464,-280835.7464,-280835.7464,-280835.7464,-280835.7464,-280835.7464,-280835.7464,-280835.7464,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,-210012968112.981+81063858104.4469i,4.831081785,6.480413685,21.02157446,46.12917655,3.291379744,34.54455374,4.234592762,18.00969357
