Particcipant,sample1_1,sample1_2,sample1_3,sample1_4,sample1_5,sample1_6,sample1_7,sample1_8,sample2_1,sample2_2,sample2_3,sample2_4,sample2_5,sample2_6,sample2_7,sample2_8,sample3_1,sample3_2,sample3_3,sample3_4,sample3_5,sample3_6,sample3_7,sample3_8,sample4_1,sample4_2,sample4_3,sample4_4,sample4_5,sample4_6,sample4_7,sample4_8,sample5_1,sample5_2,sample5_3,sample5_4,sample5_5,sample5_6,sample5_7,sample5_8,sample6_1,sample6_2,sample6_3,sample6_4,sample6_5,sample6_6,sample6_7,sample6_8,sample7_1,sample7_2,sample7_3,sample7_4,sample7_5,sample7_6,sample7_7,sample7_8,sample8_1,sample8_2,sample8_3,sample8_4,sample8_5,sample8_6,sample8_7,sample8_8,sample9_1,sample9_2,sample9_3,sample9_4,sample9_5,sample9_6,sample9_7,sample9_8,sample10_1,sample10_2,sample10_3,sample10_4,sample10_5,sample10_6,sample10_7,sample10_8,sample11_1,sample11_2,sample11_3,sample11_4,sample11_5,sample11_6,sample11_7,sample11_8,sample12_1,sample12_2,sample12_3,sample12_4,sample12_5,sample12_6,sample12_7,sample12_8
3,-7.781934332,-1.154516088,-1.484796365,-0.332696551,-1.196049761,-1.215581687,-2.275651203,0.385814989,35.32179426,2.282679191,2.594634132,5.716637967,2.205700652,2.208392931,5.536235304,11.94419696,25.29348194,2.058864231,2.347339023,4.270989103,1.98540486,1.994917799,4.631736601,8.383897588,36.03173369,2.549936769,2.980489381,5.703619199,2.501407278,2.513151772,5.965336249,11.90295936,-0.524555153,0.020348954,-0.15859716,-0.387656008,-0.034957681,-0.031516926,0.230740701,0.211936279,5.028905449,2.53653962,2.183334133,3.661970035,2.739339246,2.795467123,3.659161604,4.572773458,1247.62915,5.210624291,6.732126279,32.67994965,4.865115368,4.876999337,30.64990134,142.6638411,0.762320899,0.762320899,0.762320899,0.762320899,0.762320899,0.762320899,0.762320899,0.762320899,1.572103105,1.572103105,1.572103105,1.572103105,1.572103105,1.572103105,1.572103105,1.572103105,-1515021.616,-1515021.616,-1515021.616,-1515021.616,-1515021.616,-1515021.616,-1515021.616,-1515021.616,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,6107742385.61532-3286716205.13718i,410.0528696,2.05364477,2.805728017,10.27475289,1.976233002,1.994893901,11.24010135,44.74845763
3,17.17480121,1.005674368,0.800626339,1.35799596,0.938729767,0.946706324,1.698843721,-8.595082405,22.40454206,2.158381935,1.817688797,5.213337277,2.020063598,2.029673365,6.410969099,16.61067208,22.6675871,1.995474328,1.639837133,4.239713838,1.856206028,1.867455129,5.354083165,13.83430952,28.1594294,2.37339849,1.979589082,5.367246328,2.22024421,2.232292947,6.607601693,18.64403582,0.394393008,-0.30770845,-0.272700972,-1.271059079,-0.20799056,-0.197980639,-0.014700909,-0.111201912,2.903233689,2.363001294,2.726623653,4.887777543,2.260323083,2.231366585,2.587446809,2.976308254,501.963505,4.658612576,3.303992563,27.17888556,4.080656941,4.119573968,41.10052479,275.9144271,0.434392011,0.434392011,0.434392011,0.434392011,0.434392011,0.434392011,0.434392011,0.434392011,2.958960744,2.958960744,2.958960744,2.958960744,2.958960744,2.958960744,2.958960744,2.958960744,-1078331.212,-1078331.212,-1078331.212,-1078331.212,-1078331.212,-1078331.212,-1078331.212,-1078331.212,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,3910812646.98054+1516091906.00777i,250.4483558,1.779265677,1.237728788,9.098936932,1.557053236,1.573975922,13.78980659,109.7863693
3,11.55886651,1.036328083,0.742667971,2.106754828,0.951813569,0.958721114,3.007429777,-9.069031035,19.18036868,2.138567921,1.984858867,3.402742901,2.078739421,2.088384479,5.610732661,16.58317491,17.01699268,1.97040002,1.732414242,3.059570486,1.888684097,1.89548161,5.185972653,14.94194453,22.32877523,2.368786872,2.111860142,3.990636671,2.278774177,2.290389054,6.346267489,18.84320729,0.345419918,-0.415759367,-0.396304207,0.246253411,-0.445044116,-0.428652557,-0.096419046,-0.157751157,1.890159551,2.555427735,2.730075217,1.815829459,2.630264138,2.604943226,2.602981787,2.397087884,367.8865427,4.573472753,3.939664724,11.57865925,4.321157582,4.361349731,31.480321,275.0016902,0.290896677,0.290896677,0.290896677,0.290896677,0.290896677,0.290896677,0.290896677,0.290896677,4.191603837,4.191603837,4.191603837,4.191603837,4.191603837,4.191603837,4.191603837,4.191603837,-768508.6041,-768508.6041,-768508.6041,-768508.6041,-768508.6041,-768508.6041,-768508.6041,-768508.6041,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,2279115961.39496+1819160035.48229i,157.4729627,1.772239304,1.408642188,5.02992837,1.64010994,1.656871789,12.72058696,112.1457072
3,-6.768747845,-2.642692942,-2.301692141,-2.416441975,-2.449325088,-2.463082706,-1.66360988,5.021716138,11.0769698,4.004762789,3.808131045,3.010638595,3.810987126,3.82269536,8.262387721,12.01203176,9.985744972,3.554584848,3.390303545,2.777519114,3.39024035,3.403266512,6.378714946,10.53806439,12.94377857,4.784836913,4.436727919,3.851129769,4.517471573,4.534732632,8.396001828,12.97541483,-0.212189188,-0.476623889,-0.363919917,-0.609057013,-0.436824803,-0.434828679,-0.609271239,0.027722228,2.587800117,2.022114465,2.011255906,2.071787409,2.015292251,2.010845324,2.889280266,2.418024467,122.6992599,16.038125,14.50186205,9.063944747,14.52362287,14.61299981,68.26705086,144.288907,0.454469126,0.454469126,0.454469126,0.454469126,0.454469126,0.454469126,0.454469126,0.454469126,2.64891108,2.64891108,2.64891108,2.64891108,2.64891108,2.64891108,2.64891108,2.64891108,-340141.9705,-340141.9705,-340141.9705,-340141.9705,-340141.9705,-340141.9705,-340141.9705,-340141.9705,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,307772142.783072+261904896.787785i,52.91660805,7.231195993,6.217231223,4.684318769,6.445618,6.494969879,22.26461004,53.17609855
3,-9.09095414,-0.533117559,-0.312863252,-1.165849202,-0.449286987,-0.451941816,-3.19090543,11.36390228,13.94859114,5.48797132,5.123250999,3.80789511,5.177772436,5.197074469,8.492070841,16.5172555,13.20839069,4.848334432,4.553634602,3.165293348,4.571092106,4.593299027,7.058787056,15.53209827,16.60314698,5.492086411,5.11246214,3.967894863,5.176718435,5.19610168,9.040177058,19.99481854,-0.173581399,-0.508849906,-0.508854158,-0.670467096,-0.512366761,-0.512832809,-0.177512946,0.533966446,2.656179249,1.707701117,1.711211534,1.881742172,1.721830723,1.717016613,2.555671264,3.760266626,194.5631947,30.11782921,26.2477008,14.50006517,26.8093274,27.00958304,72.11526717,272.8197293,0.461724075,0.461724075,0.461724075,0.461724075,0.461724075,0.461724075,0.461724075,0.461724075,2.631110565,2.631110565,2.631110565,2.631110565,2.631110565,2.631110565,2.631110565,2.631110565,-675934.8911,-675934.8911,-675934.8911,-675934.8911,-675934.8911,-675934.8911,-675934.8911,-675934.8911,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,-457559084.367602+5202262760.49644i,87.06604572,9.555591418,8.272350463,4.995312069,8.486445668,8.545162837,25.81219185,126.2700699
3,-2.800644306,3.424958326,3.384517542,1.416741755,3.276787075,3.283497679,1.178957984,8.019155573,12.99397542,1.766644995,1.716372834,0.845350911,1.699500479,1.70128042,6.311866631,16.44407112,9.796118305,3.495874757,3.455146004,1.453750266,3.350813126,3.357631562,5.216484939,12.58055928,13.24186463,3.850532944,3.791769278,1.648060615,3.688185513,3.69496157,6.396359473,18.23645361,-1.022209766,-0.524556576,-0.562104471,-0.232165491,-0.514394425,-0.512476349,-0.547332915,1.128863652,4.129024868,3.063212928,3.120699594,2.922721986,3.121608276,3.126595524,3.201493256,4.221213657,168.8433973,3.12103454,2.945935705,0.714618163,2.888301878,2.894355069,39.83966036,270.4074751,0.487288584,0.487288584,0.487288584,0.487288584,0.487288584,0.487288584,0.487288584,0.487288584,2.503933778,2.503933778,2.503933778,2.503933778,2.503933778,2.503933778,2.503933778,2.503933778,-472435.2398,-472435.2398,-472435.2398,-472435.2398,-472435.2398,-472435.2398,-472435.2398,-472435.2398,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,1906975820.51666+3108704391.37364i,55.38376145,4.69126945,4.548597629,0.857908814,4.30107912,4.317137323,12.92218979,105.0286725
3,-0.144591023,2.053071191,1.989437542,1.215831446,1.979953315,1.997559908,2.965870843,-0.401840369,6.533342779,1.985285906,1.975386864,1.081148481,1.934135172,1.938127648,5.137647615,7.29038132,4.814490334,2.383990916,2.313300392,1.360584718,2.311193745,2.327868698,4.996104957,5.001472724,6.508971349,2.850470279,2.79804316,1.62414633,2.762499679,2.777907874,5.914585818,7.272503886,0.201242509,-0.080045493,0.005366709,-0.010183161,-0.105658277,-0.117353477,-0.567590849,1.972123994,3.683373836,2.311014404,2.305120916,2.642146691,2.306629299,2.314175393,3.446509406,7.056663424,42.68456787,3.94136013,3.902153261,1.168882038,3.740878863,3.75633878,26.39542302,53.14965979,0.48317982,0.48317982,0.48317982,0.48317982,0.48317982,0.48317982,0.48317982,0.48317982,2.503792701,2.503792701,2.503792701,2.503792701,2.503792701,2.503792701,2.503792701,2.503792701,-89291.52508,-89291.52508,-89291.52508,-89291.52508,-89291.52508,-89291.52508,-89291.52508,-89291.52508,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,8445313550.49876+2380408484.64058i,13.38120142,2.566460428,2.472825671,0.833145201,2.410374354,2.437358977,11.04890044,16.70468577
3,0.493712286,-0.052915124,-0.109788534,0.170370925,-0.096680931,-0.100818098,3.056418889,-3.35376434,3.749559739,2.709934028,2.637130097,1.85903345,2.705160438,2.711476126,7.077770981,3.741005541,3.057849437,2.250884558,2.168321869,1.580540811,2.234790907,2.248217261,6.084674312,4.211546329,3.767143363,2.699677532,2.628937919,1.859463096,2.696138291,2.702576002,7.683681434,5.013161209,-0.370484226,-0.578232916,-0.605010457,0.002964688,-0.576256452,-0.529576849,0.291604311,0.231310391,2.902642465,2.252951849,2.315784525,2.023079698,2.264252899,2.189771264,2.628628245,2.327756711,14.05919823,7.343742437,6.95445515,3.456005368,7.317892995,7.35210278,50.09484206,13.99512246,0.396435832,0.396435832,0.396435832,0.396435832,0.396435832,0.396435832,0.396435832,0.396435832,2.853324167,2.853324167,2.853324167,2.853324167,2.853324167,2.853324167,2.853324167,2.853324167,-63884.63928,-63884.63928,-63884.63928,-63884.63928,-63884.63928,-63884.63928,-63884.63928,-63884.63928,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,10041563538.529+880255804.868145i,4.482235622,2.301944435,2.182886826,1.09205752,2.295910832,2.306888466,18.64700503,7.937892957
3,8.297344204,4.225118312,4.296898385,1.484065622,4.20041876,4.206571388,11.41135082,3.985087492,8.627715155,7.608890371,7.637270622,3.688035845,7.619752439,7.68538432,11.99394592,10.82980067,8.640194703,6.572049931,6.600155435,3.104781944,6.573312912,6.604551014,13.34387137,8.984366173,11.94540146,8.676828431,8.736607947,3.961831634,8.674292269,8.734506517,16.52065259,11.49933367,0.78559233,0.395630021,0.400453531,0.460823624,0.393796643,0.409741762,0.28454965,0.493198027,2.317081501,1.617550405,1.617504388,1.601124015,1.606333293,1.60488618,2.619373253,1.773908466,74.4374688,57.89521268,58.32790256,13.6016084,58.06062723,59.06513214,143.8547387,117.2845826,0.281768634,0.281768634,0.281768634,0.281768634,0.281768634,0.281768634,0.281768634,0.281768634,4.37665251,4.37665251,4.37665251,4.37665251,4.37665251,4.37665251,4.37665251,4.37665251,-618129.1343,-618129.1343,-618129.1343,-618129.1343,-618129.1343,-618129.1343,-618129.1343,-618129.1343,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,6502261630.95123-2428138506.00645i,45.07004481,24.36360816,24.65168537,4.963028593,24.24860917,24.60382175,86.21274703,41.7758885
3,8.079363666,1.750809529,1.873110069,-0.47719969,1.781680809,1.820461418,10.01240554,5.27762935,9.068831804,12.98448177,13.01044691,7.713375616,12.96519489,12.98032715,17.39823988,11.67672817,8.884160968,10.82461275,10.88851233,6.034446618,10.8338307,10.85853579,17.56688959,10.57189916,12.1188737,13.05082493,13.09338932,7.697512011,13.03597206,13.05625365,20.01361148,12.77173603,0.607210816,-0.905238234,-0.906630494,-1.085930548,-0.904891981,-0.889876474,-1.090039414,-0.232463732,2.141594717,2.821089207,2.815248418,3.083979409,2.809481538,2.785434856,3.944837549,2.134974919,82.24371029,168.5967669,169.2717289,59.49616339,168.0962786,168.488893,302.6987508,136.3459807,0.299251179,0.299251179,0.299251179,0.299251179,0.299251179,0.299251179,0.299251179,0.299251179,4.190411795,4.190411795,4.190411795,4.190411795,4.190411795,4.190411795,4.190411795,4.190411795,-1077393.442,-1077393.442,-1077393.442,-1077393.442,-1077393.442,-1077393.442,-1077393.442,-1077393.442,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,4499314068.32147+387373556.414689i,46.38710299,53.81173913,54.15359038,18.71414933,53.68104907,53.84872369,126.6690704,51.51932789
3,-0.00354514,-8.596458795,-8.53510868,-4.744047522,-8.418955486,-8.423686484,-20.46142505,-7.242905507,5.427911276,11.11896804,11.05279493,7.4916249,11.0916724,11.07355016,37.75459056,32.98344752,4.4110937,11.41829092,11.43027867,7.018642355,11.30732519,11.31364602,31.82260384,19.208094,5.406330201,14.01960599,13.92992456,8.842228138,13.88983865,13.87835742,42.81081934,33.64124406,-0.118812354,-0.112529639,-0.07374419,-0.35483585,-0.121854027,-0.110771997,-0.896789819,-1.161087039,2.533752068,1.990664396,2.017216378,1.917120977,1.991701625,1.983257284,3.370212244,9.931259346,29.46222082,123.6314502,122.1642757,56.12444364,123.0251966,122.6235131,1425.409108,1087.907811,0.427511529,0.427511529,0.427511529,0.427511529,0.427511529,0.427511529,0.427511529,0.427511529,2.341140913,2.341140913,2.341140913,2.341140913,2.341140913,2.341140913,2.341140913,2.341140913,-3869115.614,-3869115.614,-3869115.614,-3869115.614,-3869115.614,-3869115.614,-3869115.614,-3869115.614,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,-1879077422.34085-409166034.869859i,9.231546219,62.06851542,61.25979235,24.69411178,60.91494951,60.81620377,578.8594814,357.4493333
3,-0.823534576,-5.364134072,-5.69511205,-1.917002127,-5.245760929,-5.266702449,-15.49254127,-8.536991036,4.805549557,8.828151721,9.176885958,7.268885039,8.704797856,8.707338244,40.31305654,33.59775915,3.785001493,7.240688893,8.329683378,6.164133495,7.109854092,7.135688302,32.09580436,21.46678025,4.856772131,10.30008036,10.76945506,7.489475819,10.13361418,10.14663323,43.03792985,34.53593536,-0.106829637,-0.975575413,-0.484170397,-0.669136139,-0.997858435,-0.982224135,-0.901522399,-0.98182031,3.014008556,2.937778271,2.598557531,2.178735942,2.991802624,2.950364805,3.235066863,9.081314053,23.09330654,77.93626281,84.21523589,52.8366897,75.77350572,75.8177393,1625.142528,1128.80942,0.443809363,0.443809363,0.443809363,0.443809363,0.443809363,0.443809363,0.443809363,0.443809363,2.296416154,2.296416154,2.296416154,2.296416154,2.296416154,2.296416154,2.296416154,2.296416154,-3645969.912,-3645969.912,-3645969.912,-3645969.912,-3645969.912,-3645969.912,-3645969.912,-3645969.912,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,-5967760462.71551-2586397230.25807i,7.449951257,33.50823173,36.63112271,17.71630978,32.43397428,32.51727744,585.0458736,376.7149655
3,-0.118961499,1.187130349,1.191737337,-0.041643785,1.157639009,1.146305501,9.519553965,-2.621569757,3.489526329,2.495198765,4.728688442,5.276062349,2.499651565,2.519128149,11.02705816,12.83829091,2.740496155,2.25479446,3.726759978,3.871642955,2.246708775,2.254714716,11.79348385,10.62542372,3.477686676,2.754248084,4.858319464,5.255248886,2.745686921,2.758560821,14.53454064,13.05320776,0.965486246,-0.747267964,-0.621799891,-1.37897845,-0.79232128,-0.815063249,0.216504208,-0.436497604,3.403355797,3.68003175,3.519734688,4.615697241,3.751983739,3.809179731,4.540329144,2.550631868,12.176794,6.226016877,22.36049438,27.83683391,6.248257944,6.346006632,121.5960116,164.8217136,0.48212735,0.48212735,0.48212735,0.48212735,0.48212735,0.48212735,0.48212735,0.48212735,2.345516268,2.345516268,2.345516268,2.345516268,2.345516268,2.345516268,2.345516268,2.345516268,-327904.2681,-327904.2681,-327904.2681,-327904.2681,-327904.2681,-327904.2681,-327904.2681,-327904.2681,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,1794844325.15626+2490594707.97593i,3.819892661,2.395943109,7.454892901,8.722822725,2.381071037,2.403451992,66.72234673,53.81422308
3,-0.539654696,1.789991958,2.103010421,-0.129069796,1.778879389,1.772245984,7.591849849,-2.868989732,4.929233361,4.067487207,4.870680402,3.675434337,4.050507576,4.068030458,2.788430305,12.52104823,4.103446768,3.477057202,4.18628109,2.716275174,3.458437302,3.467312085,7.591849849,10.18334737,4.939203648,4.429132897,5.287522903,3.663094831,4.409173653,4.422486561,8.083923467,12.79701105,-0.154644584,-0.069441432,-0.038935698,-1.051757659,-0.069354784,-0.066986565,-0.088655834,-0.526002689,2.267784159,2.572729992,2.267926111,5.964586462,2.586733305,2.58513225,2.187071294,2.620974342,24.29734153,16.54445218,23.72352758,13.50881757,16.40661162,16.54887181,7.775343565,156.7766489,0.425060871,0.425060871,0.425060871,0.425060871,0.425060871,0.425060871,0.425060871,0.425060871,2.625044798,2.625044798,2.625044798,2.625044798,2.625044798,2.625044798,2.625044798,2.625044798,-216201.7815,-216201.7815,-216201.7815,-216201.7815,-216201.7815,-216201.7815,-216201.7815,-216201.7815,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7750429861.73471+8681330478.65274i,7.705205972,6.195948664,8.830288838,4.238056191,6.140232204,6.177367398,20.80559811,51.72344904
3,0.476413684,1.839665038,1.822139951,0.533688517,1.798475273,1.794518658,7.139312231,-3.046888613,4.901065319,3.962677193,4.752396543,4.727891718,3.948970111,3.968179742,3.059435462,10.38483144,3.957602452,3.400267515,3.940455246,3.653809048,3.355116112,3.366955936,7.139312231,8.183859811,4.904770416,4.354601303,5.072102001,4.739238239,4.32494086,4.340711445,7.76245049,10.78296544,-0.641111256,-0.10986628,0.059972077,-1.588655044,-0.08862101,-0.087513531,0.653612938,-0.409487605,2.683939308,2.808712655,2.394446918,6.235086679,2.81543496,2.808092157,2.498418874,3.028103723,24.02044126,15.70281054,22.5852729,22.3529601,15.59436494,15.74645046,9.360145349,107.844724,0.269882663,0.269882663,0.269882663,0.269882663,0.269882663,0.269882663,0.269882663,0.269882663,3.740802619,3.740802619,3.740802619,3.740802619,3.740802619,3.740802619,3.740802619,3.740802619,-178583.9556,-178583.9556,-178583.9556,-178583.9556,-178583.9556,-178583.9556,-178583.9556,-178583.9556,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,3886793599.213+6531909156.44927i,7.59814809,5.989177483,8.125429828,7.093939314,5.907867318,5.951031095,19.03607838,36.72373233
3,-0.113241709,1.037132544,0.961966932,0.242765662,0.971427511,0.969542384,5.388141273,-3.119563891,25.5251775,2.887772851,2.808581444,6.736576944,2.368994316,2.382925016,10.90136645,20.8808292,13.9795585,2.349727598,2.214297702,4.585253665,1.98453095,1.990479235,9.193588667,10.93152202,25.42393753,3.057563012,2.958193013,6.714181537,2.551717996,2.563840467,12.12141427,21.03046167,0.376017484,-1.20179087,-0.49413595,-0.834158529,-1.143313527,-1.124454663,-1.039344684,-1.396952523,7.311111206,5.001968651,4.671856701,5.033966552,5.279795163,5.236728944,6.71229037,9.924332902,651.5346863,8.339232038,7.888129728,45.38146893,5.612134069,5.678331632,118.8397905,436.0090282,0.525384099,0.525384099,0.525384099,0.525384099,0.525384099,0.525384099,0.525384099,0.525384099,1.760290909,1.760290909,1.760290909,1.760290909,1.760290909,1.760290909,1.760290909,1.760290909,-1261714.185,-1261714.185,-1261714.185,-1261714.185,-1261714.185,-1261714.185,-1261714.185,-1261714.185,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,3187638516.64319+5219512449.09145i,204.152907,2.95271288,2.76390684,14.23824692,2.056533269,2.076119669,46.40632706,139.6909419
3,-10.65139794,-1.477794539,-1.702518973,2.897777331,-1.502262537,-1.491542536,-15.18027199,8.292505833,31.07878993,5.347329426,4.713080549,6.836824526,5.063301553,5.042293253,34.40069459,26.66498487,25.17665671,4.161035163,3.714981043,5.735076115,3.797477402,3.785884771,24.82167366,19.62135399,32.73648819,5.52728439,4.993536267,7.400561699,5.262161809,5.239049234,37.47607664,27.82344414,0.693251768,-0.665308033,-0.546307814,-0.991249188,-0.886986796,-0.870294909,-1.228123409,-1.171360076,4.432379419,2.692303578,2.887186033,4.983639902,3.160203764,3.136605314,3.746445222,6.008021088,965.8911837,28.59393199,22.21312826,46.74216959,25.63702261,25.42472124,1183.407788,711.0214179,0.373661292,0.373661292,0.373661292,0.373661292,0.373661292,0.373661292,0.373661292,0.373661292,2.577176288,2.577176288,2.577176288,2.577176288,2.577176288,2.577176288,2.577176288,2.577176288,-3405232.326,-3405232.326,-3405232.326,-3405232.326,-3405232.326,-3405232.326,-3405232.326,-3405232.326,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,4509580459.00525-1260310455.01775i,338.4812138,9.64944203,7.875656441,17.29815374,8.745892635,8.669202625,443.5887198,244.5074895
3,-7.80285347,-1.205211919,-1.294624993,2.473327385,-1.218278459,-1.204013721,-14.47700036,15.36127785,30.88342581,5.160994903,4.93435243,8.500598941,5.126360019,5.095741618,56.69985201,24.1787568,26.9627734,3.854855714,3.869858496,7.719317795,3.799520396,3.774552068,47.509319,23.92912868,31.73485122,5.279868216,5.082386349,8.820659681,5.249304855,5.216334699,58.30044503,28.56468725,0.788558631,-0.850653545,-0.456774484,-1.129508206,-0.915801465,-0.910790164,0.637644921,-0.259470599,2.785893101,3.188733534,2.917816216,3.112517151,3.313306996,3.305482896,2.751779686,2.335810041,953.7859898,26.63586839,24.3478339,72.26018236,26.27956705,25.96658264,3214.873218,584.6122806,0.233691488,0.233691488,0.233691488,0.233691488,0.233691488,0.233691488,0.233691488,0.233691488,4.992316979,4.992316979,4.992316979,4.992316979,4.992316979,4.992316979,4.992316979,4.992316979,-5535709.687,-5535709.687,-5535709.687,-5535709.687,-5535709.687,-5535709.687,-5535709.687,-5535709.687,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,1239971002.11621-2979929626.55555i,318.0995275,8.804660234,8.158413316,24.57382135,8.703131152,8.594132931,1073.517804,257.7081481
3,2.0699913,1.744524944,1.921275266,0.414516354,1.704246447,1.697026999,-0.316065193,1.348701546,30.30750572,2.75414644,3.198632482,9.202772874,2.747133597,2.73103613,57.17849453,29.55183229,26.25349289,2.588848742,2.931885841,8.038501169,2.560165728,2.546273757,49.57745982,24.45497131,30.25788704,3.250921242,3.720396217,9.175549104,3.223554585,3.206129141,56.95202078,29.46521253,0.394101011,0.182336314,0.253231278,-0.3845204,0.19150851,0.188138929,0.321235058,0.019071471,1.9148926,2.129472984,2.082099351,1.926624172,2.124101023,2.11816465,1.901069458,2.360969853,918.5449031,7.585322616,10.23124976,84.69102857,7.546742999,7.458558341,3269.380236,873.3107918,0.203396867,0.203396867,0.203396867,0.203396867,0.203396867,0.203396867,0.203396867,0.203396867,5.425625825,5.425625825,5.425625825,5.425625825,5.425625825,5.425625825,5.425625825,5.425625825,-5198165.191,-5198165.191,-5198165.191,-5198165.191,-5198165.191,-5198165.191,-5198165.191,-5198165.191,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,2349532734.58663+1301922958.12308i,290.0700063,3.337976135,4.371684319,26.5932491,3.282014363,3.246627569,1025.491852,274.2139655
