Particcipant,sample1_1,sample1_2,sample1_3,sample1_4,sample1_5,sample1_6,sample1_7,sample1_8,sample2_1,sample2_2,sample2_3,sample2_4,sample2_5,sample2_6,sample2_7,sample2_8,sample3_1,sample3_2,sample3_3,sample3_4,sample3_5,sample3_6,sample3_7,sample3_8,sample4_1,sample4_2,sample4_3,sample4_4,sample4_5,sample4_6,sample4_7,sample4_8,sample5_1,sample5_2,sample5_3,sample5_4,sample5_5,sample5_6,sample5_7,sample5_8,sample6_1,sample6_2,sample6_3,sample6_4,sample6_5,sample6_6,sample6_7,sample6_8,sample7_1,sample7_2,sample7_3,sample7_4,sample7_5,sample7_6,sample7_7,sample7_8,sample8_1,sample8_2,sample8_3,sample8_4,sample8_5,sample8_6,sample8_7,sample8_8,sample9_1,sample9_2,sample9_3,sample9_4,sample9_5,sample9_6,sample9_7,sample9_8,sample10_1,sample10_2,sample10_3,sample10_4,sample10_5,sample10_6,sample10_7,sample10_8,sample11_1,sample11_2,sample11_3,sample11_4,sample11_5,sample11_6,sample11_7,sample11_8,sample12_1,sample12_2,sample12_3,sample12_4,sample12_5,sample12_6,sample12_7,sample12_8
3,0.347433032,0.338932848,0.339812198,-0.006864533,0.346681213,0.339093117,10.1744492,0.094381422,1.414995941,1.396123901,1.495847405,3.301662008,1.409124477,1.391035929,18.98849159,11.19542206,1.136212804,1.132519632,1.247543516,2.539076601,1.151863828,1.130009262,18.94710975,7.30559011,1.451562138,1.431281902,1.52816013,3.28854124,1.445704213,1.426396896,21.47604758,11.15130669,0.477975907,0.43464307,0.345272186,-0.805626027,0.405260359,0.442443396,-0.885036203,-0.491448823,2.830256437,2.701661084,2.494813377,3.987706619,2.659181096,2.703071288,2.91427485,8.452645672,2.002213512,1.949161946,2.23755946,10.90097202,1.985631791,1.934980955,360.562813,125.337475,0.627653874,0.627653874,0.627653874,0.627653874,0.627653874,0.627653874,0.627653874,0.627653874,2.008332142,2.008332142,2.008332142,2.008332142,2.008332142,2.008332142,2.008332142,2.008332142,-484246.1525,-484246.1525,-484246.1525,-484246.1525,-484246.1525,-484246.1525,-484246.1525,-484246.1525,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,5186097624.51338-2263275892.59281i,0.665490178,0.647024532,0.737578272,3.415678389,0.660129711,0.642615443,148.0083192,39.27594059
3,0.030704925,-0.014776437,-0.016121682,-0.265681143,-0.020791604,-0.024436549,-9.57898073,-0.623228957,1.561053457,1.552621216,1.592078352,3.144394759,1.57049877,1.551047858,25.23610615,13.72082226,1.272567106,1.272956452,1.301567334,2.42313216,1.289721705,1.27013906,24.32346199,10.19810463,1.55514961,1.546518341,1.585829945,3.143140927,1.564392389,1.545073899,26.89913516,13.6804694,0.562023103,0.528696663,0.593816242,-0.729495827,0.498596523,0.534467299,0.440639568,-0.273056499,2.733169856,2.6634545,2.693695495,4.046673778,2.639683325,2.681024362,1.830647932,4.523023295,2.436887896,2.410632641,2.534713478,9.887218403,2.466466388,2.405749458,636.8610534,188.2609634,0.650707454,0.650707454,0.650707454,0.650707454,0.650707454,0.650707454,0.650707454,0.650707454,2.010993556,2.010993556,2.010993556,2.010993556,2.010993556,2.010993556,2.010993556,2.010993556,-781685.4765,-781685.4765,-781685.4765,-781685.4765,-781685.4765,-781685.4765,-781685.4765,-781685.4765,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,4449412049.77408-1805084413.24622i,0.763861705,0.755406185,0.794298267,3.120312542,0.772968464,0.753995751,245.3952612,59.86071639
3,-0.519955759,-0.476491988,-0.494505379,0.002632117,-0.46602415,-0.465270561,-7.492560701,0.037362121,1.019606164,1.053958545,1.048475416,2.713489501,1.068837836,1.055554819,21.17342812,10.2323528,0.955058047,0.962765866,0.961317625,2.192227101,0.965324673,0.956234931,18.45762707,7.887793419,1.14092066,1.152847401,1.155470319,2.702701517,1.162121357,1.149708592,22.38067193,10.19173582,0.074647505,0.032799695,0.017127705,-0.283044042,-0.01656644,0.005995671,-0.320949996,-0.287177174,2.559931629,2.58986949,2.548954419,2.504506537,2.601653537,2.592068696,1.69120107,3.236734958,1.03959673,1.110828616,1.099300697,7.363025272,1.14241432,1.114195977,448.3140582,104.7010438,0.605908981,0.605908981,0.605908981,0.605908981,0.605908981,0.605908981,0.605908981,0.605908981,2.198341365,2.198341365,2.198341365,2.198341365,2.198341365,2.198341365,2.198341365,2.198341365,-504535.3406,-504535.3406,-504535.3406,-504535.3406,-504535.3406,-504535.3406,-504535.3406,-504535.3406,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,3783725848.88051-901981082.430151i,0.411131995,0.419772551,0.421684831,2.307100802,0.426553345,0.417489868,173.4305836,31.51524081
3,0.495567803,0.506980307,0.547414589,0.505131062,0.505185636,0.498902695,9.518919655,1.092903865,1.282888818,1.270622686,1.332092354,3.096914832,1.267171742,1.258006124,6.85261391,7.726963334,1.09388611,1.093751426,1.140846327,2.605065328,1.090645254,1.085542133,9.989107831,5.948396152,1.370521518,1.363340637,1.435287315,3.125687246,1.359482588,1.348674591,11.71304673,7.773451252,0.381286682,0.336180529,0.403283655,-0.329081032,0.30331799,0.290846416,-0.176444365,0.096616781,2.507136309,2.524972616,2.999101982,2.427980332,2.491720702,2.511612816,2.065742168,3.579470113,1.645803719,1.614482009,1.77447004,9.590881476,1.605724224,1.582579408,46.9583174,59.70596236,0.725620156,0.725620156,0.725620156,0.725620156,0.725620156,0.725620156,0.725620156,0.725620156,1.756616336,1.756616336,1.756616336,1.756616336,1.756616336,1.756616336,1.756616336,1.756616336,-136264.1919,-136264.1919,-136264.1919,-136264.1919,-136264.1919,-136264.1919,-136264.1919,-136264.1919,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,3891674085.36216-81265968.5366846i,0.593255931,0.587055466,0.650650967,3.085754984,0.58373761,0.574492954,42.97768104,19.14321665
3,0.214194038,0.181172185,0.167098329,-0.049484806,0.162007192,0.175323393,2.252872212,-0.714848495,1.437108665,1.43689515,1.546627939,3.314298697,1.443676231,1.42352312,7.831412707,7.03370905,1.164975291,1.166844756,1.245128377,2.680576972,1.174222491,1.158586785,6.501887743,5.174375592,1.447331779,1.442603474,1.549514519,3.301491394,1.447033556,1.4286615,8.119095025,7.042118148,0.454464515,0.456217689,0.446491852,0.005559452,0.427993126,0.417693881,0.54027791,0.389176806,2.419598531,2.43461362,2.748301524,2.516322765,2.391417405,2.418958289,2.198968405,4.581234333,2.065281314,2.064667673,2.392057981,10.98457585,2.084201061,2.026418072,61.33102499,49.473063,0.746759889,0.746759889,0.746759889,0.746759889,0.746759889,0.746759889,0.746759889,0.746759889,1.658736124,1.658736124,1.658736124,1.658736124,1.658736124,1.658736124,1.658736124,1.658736124,-77561.89256,-77561.89256,-77561.89256,-77561.89256,-77561.89256,-77561.89256,-77561.89256,-77561.89256,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,1041775409.7444+1697907396.09796i,0.661616968,0.657301364,0.758336023,3.442633546,0.661344474,0.644657625,20.88407204,15.67484272
3,-0.735794875,-0.709061882,-0.761953104,-0.156103646,-0.696367023,-0.686372733,-6.015557613,0.71558487,1.000811682,0.991476997,1.100858778,3.605687716,0.984430934,1.005058295,13.44603579,19.59993518,0.974757211,0.968204586,1.057045214,2.805004636,0.95980323,0.967746938,9.692781938,10.83086322,1.238978903,1.215727597,1.335231967,3.594741971,1.202638762,1.213767977,14.68155046,19.53511331,-0.134927169,-0.03207675,-0.198891009,0.804824454,-0.074899358,-0.055056416,-0.815573711,1.084674364,3.202104337,3.083980605,2.848355441,3.677407571,3.055219356,3.047635953,7.251292008,7.663285811,1.001624022,0.983026636,1.211890048,13.0009839,0.969104264,1.010142176,180.7958785,384.157459,1.123217583,1.123217583,1.123217583,1.123217583,1.123217583,1.123217583,1.123217583,1.123217583,1.092124076,1.092124076,1.092124076,1.092124076,1.092124076,1.092124076,1.092124076,1.092124076,-558268.3385,-558268.3385,-558268.3385,-558268.3385,-558268.3385,-558268.3385,-558268.3385,-558268.3385,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,-96983796.2575157+5007018687.61366i,0.484839767,0.466813024,0.563097772,4.096312811,0.456815461,0.465309315,67.22426741,108.2480051
3,0.265582669,0.278214811,0.331570436,0.128957141,0.295717185,0.278401709,2.506511894,-0.621018949,1.560664964,1.508693861,1.68006876,3.451575487,1.507493172,1.502916493,18.61275761,21.39947521,1.25573895,1.219968282,1.365106646,2.614338114,1.214599113,1.213045148,15.00070065,13.87750513,1.576983998,1.528232936,1.705921498,3.440269278,1.53034255,1.522609223,18.70742809,21.32343263,0.021873062,0.040659024,0.039139396,0.737904753,0.096523763,0.048993575,-0.777586569,0.863247935,2.63778036,2.638212182,2.637480347,3.800751384,2.726328686,2.702451673,3.622191797,5.840005794,2.43567513,2.276157167,2.822631037,11.91337334,2.272535663,2.258757984,346.4347459,457.9375394,1.045558813,1.045558813,1.045558813,1.045558813,1.045558813,1.045558813,1.045558813,1.045558813,1.185442601,1.185442601,1.185442601,1.185442601,1.185442601,1.185442601,1.185442601,1.185442601,-724072.448,-724072.448,-724072.448,-724072.448,-724072.448,-724072.448,-724072.448,-724072.448,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,6410169984.35833+1145769121.68746i,0.785461603,0.737648557,0.919154401,3.755317822,0.739686502,0.73222963,107.104816,137.8620552
3,0.240260464,0.205041709,0.232535518,-0.242356389,0.199166687,0.190715115,0.542411402,-2.066085565,1.572142758,1.560152188,1.743663901,2.987600242,1.594545122,1.562488699,15.47737941,11.32382407,1.306738116,1.294554309,1.451356837,2.360348671,1.322925999,1.292806658,13.43427606,8.412704964,1.584216465,1.567417908,1.752229065,2.985574065,1.600644356,1.56791812,15.4253784,11.46647333,0.061109463,0.063953588,0.117429569,0.407565851,0.090525703,0.099668263,0.283535351,-0.10283427,2.496803624,2.457058414,2.35577361,3.134759794,2.454442909,2.453868242,1.71233737,4.13278984,2.471632851,2.43407485,3.0403638,8.925755206,2.542574145,2.441370935,239.5492734,128.2289915,0.741003614,0.741003614,0.741003614,0.741003614,0.741003614,0.741003614,0.741003614,0.741003614,1.810642003,1.810642003,1.810642003,1.810642003,1.810642003,1.810642003,1.810642003,1.810642003,-279659.9561,-279659.9561,-279659.9561,-279659.9561,-279659.9561,-279659.9561,-279659.9561,-279659.9561,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,8366689996.87517+1244443375.45678i,0.792682795,0.775961181,0.969732936,2.815325594,0.80920784,0.776456526,72.76249645,41.21485281
3,-0.072760825,-0.043397683,-0.105719852,0.218795367,-0.059667427,-0.043172686,-3.403208269,1.209538926,1.278803042,1.313124838,1.423797513,3.022019327,1.328873599,1.324057072,12.5881607,8.163847972,0.999351438,1.032960122,1.12380418,2.461186032,1.046894027,1.035933102,11.83310853,5.926227815,1.275794847,1.308623438,1.422071433,3.017944874,1.324934008,1.319498883,12.99176597,8.220854119,-0.031465613,-0.019172017,0.085612359,0.333451481,-0.026856227,0.04915263,0.376260999,0.60335626,3.408657143,3.251673152,3.250353435,2.566147597,3.200051801,3.300594988,1.705451952,5.19987443,1.63533722,1.72429684,2.027199358,9.132600811,1.765905043,1.753127129,158.4617898,66.6484137,0.522912481,0.522912481,0.522912481,0.522912481,0.522912481,0.522912481,0.522912481,0.522912481,2.239017399,2.239017399,2.239017399,2.239017399,2.239017399,2.239017399,2.239017399,2.239017399,-165230.1861,-165230.1861,-165230.1861,-165230.1861,-165230.1861,-165230.1861,-165230.1861,-165230.1861,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,5693325388.6822+2324538170.79354i,0.514081616,0.540878571,0.638723966,2.876689523,0.554445524,0.549905977,53.30952466,21.34460793
3,0.366143496,0.399617764,0.41040644,0.358716548,0.404993247,0.399786368,5.252976571,1.287024011,0.992923468,1.008953666,1.06785019,2.649714725,0.993673553,1.012138034,10.19294425,6.250041578,0.806075212,0.832948366,0.870476585,2.127850777,0.823275403,0.824264072,10.07602283,4.903099155,1.0545774,1.081481665,1.140038351,2.663445806,1.069378443,1.084491676,11.43089248,6.356840927,0.364576812,0.34349718,0.668411162,0.16299553,0.375731026,0.416088405,-0.582824986,-0.167269964,3.996384241,4.026494822,4.059878328,2.697022483,4.107589546,4.30227386,2.215995539,3.004284124,0.985897013,1.0179875,1.140304028,7.020988126,0.987387131,1.024423399,103.8961124,39.06301973,0.450170887,0.450170887,0.450170887,0.450170887,0.450170887,0.450170887,0.450170887,0.450170887,2.333159521,2.333159521,2.333159521,2.333159521,2.333159521,2.333159521,2.333159521,2.333159521,-112518.625,-112518.625,-112518.625,-112518.625,-112518.625,-112518.625,-112518.625,-112518.625,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,7584996750.56223-913726189.580713i,0.351258876,0.369410052,0.410496359,2.240567928,0.361187937,0.371469219,41.26963881,12.76300915
3,-0.467155192,-0.51030449,-0.493033967,-0.520018837,-0.510702316,-0.511011508,-3.337869962,-0.756818654,1.21846689,1.254544903,1.344917671,2.455088458,1.262779518,1.255649968,11.94168839,6.595742704,1.042126569,1.077941661,1.15217791,1.937123583,1.079577307,1.070903272,10.47831508,5.183165388,1.300427817,1.349741624,1.427420909,2.500008389,1.357487869,1.351027925,12.35368449,6.612966646,-0.239786327,-0.26546331,-0.152125345,-0.316132903,-0.306656413,-0.307117341,0.135555308,0.337523616,2.255326561,2.222381211,2.286524806,3.223804006,2.228914443,2.22247297,2.042995115,3.136221791,1.484661563,1.573882915,1.808803543,6.027459335,1.59461211,1.576656842,142.6039217,43.50382182,0.398069603,0.398069603,0.398069603,0.398069603,0.398069603,0.398069603,0.398069603,0.398069603,2.522071046,2.522071046,2.522071046,2.522071046,2.522071046,2.522071046,2.522071046,2.522071046,-135311.4755,-135311.4755,-135311.4755,-135311.4755,-135311.4755,-135311.4755,-135311.4755,-135311.4755,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,6078142600.97974-2392538868.60744i,0.534124979,0.575402399,0.643538443,1.974028046,0.582025887,0.576499637,48.20525246,13.81220614
3,-0.212493206,-0.221929405,-0.231336003,-0.218065764,-0.226180025,-0.21226577,-1.839938378,-0.382353879,1.565329868,1.625103931,1.672833762,2.713643512,1.631272941,1.625066276,12.44756388,6.61241775,1.27867774,1.3250172,1.379120711,2.128377001,1.334005128,1.328244046,11.09981991,5.230432457,1.573519771,1.633785612,1.682165222,2.711636119,1.640454009,1.632463815,12.53385505,6.597215062,0.349818252,0.332502174,0.309728816,-0.029993956,0.291033011,0.282476879,-0.214576553,0.22146344,2.786768876,2.750931627,2.80858623,3.348064093,2.6987449,2.69679418,1.628027175,3.097169265,2.450257596,2.640962787,2.798372795,7.363861108,2.661051407,2.640840401,154.9418465,43.7240685,0.370129079,0.370129079,0.370129079,0.370129079,0.370129079,0.370129079,0.370129079,0.370129079,2.60688362,2.60688362,2.60688362,2.60688362,2.60688362,2.60688362,2.60688362,2.60688362,-138060.2477,-138060.2477,-138060.2477,-138060.2477,-138060.2477,-138060.2477,-138060.2477,-138060.2477,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,2100561643.59548+1001200405.39411i,0.782014482,0.843063919,0.893732778,2.322379594,0.849960041,0.841700353,54.20010404,13.74648524
3,0.475330524,0.509391731,0.511755622,0.584597611,0.518108311,0.506648546,5.483324935,1.385028725,1.32847153,1.351397534,1.396937129,2.409640386,1.340452493,1.334204994,6.928737187,6.024486132,1.123077228,1.152147806,1.184511332,2.039670155,1.151399805,1.141047558,7.792088925,4.934601902,1.405976199,1.439187612,1.482511246,2.470230532,1.43212733,1.422205299,8.814376906,6.158302255,0.261778041,0.281518085,0.289330292,0.095456429,0.248680026,0.260191524,-0.627475561,-0.068050949,2.824302617,2.789464552,3.031476226,2.689800106,2.779834282,2.816674714,2.34380268,3.029106675,1.764836606,1.826275295,1.951433344,5.806366791,1.796812886,1.780102966,48.007399,36.29443315,0.479943827,0.479943827,0.479943827,0.479943827,0.479943827,0.479943827,0.479943827,0.479943827,1.956901301,1.956901301,1.956901301,1.956901301,1.956901301,1.956901301,1.956901301,1.956901301,-70975.23407,-70975.23407,-70975.23407,-70975.23407,-70975.23407,-70975.23407,-70975.23407,-70975.23407,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,538222163.094758+7586123870.78116i,0.624347425,0.654191973,0.694170861,1.927282463,0.647789123,0.638844223,24.89232997,11.97822296
3,-0.159579001,-0.181889363,-0.171332037,-0.153148515,-0.182259365,-0.195508493,-2.33619774,0.122591594,1.164763497,1.207706145,1.349428641,2.420394978,1.20181729,1.191456173,7.569868146,5.29500854,0.93073634,0.969114243,1.083470985,1.981065774,0.962280488,0.952456787,6.652935749,4.140221975,1.171056022,1.216578007,1.354939216,2.41563072,1.210834449,1.202715665,7.893411093,5.275379356,0.181126406,0.149291387,0.000461118,-0.275424972,0.139001272,0.115211256,0.158210925,0.164745497,3.040899641,2.949244619,2.954670322,2.869075376,2.975187844,3.002635188,2.286671058,3.460279049,1.356674003,1.458554134,1.820957658,5.858311848,1.444364799,1.419567812,57.30290374,28.03711544,0.461583907,0.461583907,0.461583907,0.461583907,0.461583907,0.461583907,0.461583907,0.461583907,2.093947971,2.093947971,2.093947971,2.093947971,2.093947971,2.093947971,2.093947971,2.093947971,-54194.988,-54194.988,-54194.988,-54194.988,-54194.988,-54194.988,-54194.988,-54194.988,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,5240155195.28257+4243376365.83918i,0.433137445,0.467466301,0.579842458,1.843026083,0.463062832,0.456873872,19.67925318,8.789775365
3,-0.127739805,-0.128100048,-0.117742994,-0.29366677,-0.136380446,-0.130519555,-3.914083316,-1.605930836,1.4226232,1.470747931,1.552175043,2.720169929,1.464293813,1.474190022,6.973920241,6.036861372,1.126844649,1.168562227,1.247563318,2.199048346,1.162928689,1.168223292,6.666008577,4.594778405,1.422712857,1.470490272,1.550480496,2.725222893,1.464834081,1.474117929,7.973055574,6.223622209,0.207429394,0.248946125,0.034277677,-0.000792412,0.26227067,0.228238015,0.635517178,-0.190825928,2.697739207,2.614078016,2.636399308,2.879442756,2.652719447,2.640281216,3.458701697,4.246883554,2.02385677,2.163099475,2.409247366,7.399324442,2.144156372,2.173236222,48.63556352,36.44369523,0.511995533,0.511995533,0.511995533,0.511995533,0.511995533,0.511995533,0.511995533,0.511995533,2.072203224,2.072203224,2.072203224,2.072203224,2.072203224,2.072203224,2.072203224,2.072203224,-65203.5506,-65203.5506,-65203.5506,-65203.5506,-65203.5506,-65203.5506,-65203.5506,-65203.5506,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,5536787774.04052-3263700557.22849i,0.639300286,0.682959103,0.759281823,2.345710673,0.677715249,0.686332941,20.07807414,12.23367195
3,0.2031501,0.23070865,0.205873005,0.567405666,0.242815696,0.242221655,2.220790016,3.386604377,1.671761651,1.678421916,1.776977486,2.491238714,1.664997335,1.680130682,10.54108891,9.917975905,1.420917284,1.428087361,1.479933807,1.940440898,1.419530711,1.431910167,9.059894653,7.748708657,1.677461216,1.687592567,1.781845103,2.545380798,1.67605903,1.690889397,10.73147716,10.44292348,-0.158500017,-0.13186068,-0.132009259,0.25646275,-0.123507534,-0.148705248,0.549203955,0.526094783,2.034671785,2.005405882,2.16722885,3.682726458,2.013146555,2.015560123,1.793395218,3.971310114,2.794787017,2.817100127,3.157648985,6.206270331,2.772216127,2.822839108,111.1145553,98.36624604,0.528441707,0.528441707,0.528441707,0.528441707,0.528441707,0.528441707,0.528441707,0.528441707,2.232818722,2.232818722,2.232818722,2.232818722,2.232818722,2.232818722,2.232818722,2.232818722,-160218.7834,-160218.7834,-160218.7834,-160218.7834,-160218.7834,-160218.7834,-160218.7834,-160218.7834,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,1760223522.21663+1223960260.68809i,0.8887413,0.899509168,1.002790665,2.046331121,0.887256127,0.90302711,36.37386042,34.44423689
3,-0.371118596,-0.416250623,-0.406237653,-0.691737941,-0.409439742,-0.415553722,2.180924546,1.309629429,1.566535376,1.56712367,1.681200757,3.114725529,1.57994612,1.575720961,10.47311625,12.9113557,1.333593282,1.343969503,1.417171698,2.369561049,1.35622826,1.350122718,8.769012669,9.911873012,1.603834668,1.615441146,1.723088211,3.17852487,1.626056364,1.623538085,10.65701979,12.92653065,0.169310915,0.191288112,0.244083821,-0.462474731,0.177084872,0.191014653,0.48647854,-0.253920488,2.305921447,2.307048035,2.458396296,4.578215962,2.305836406,2.31437032,1.934225133,3.398110555,2.454033083,2.455876599,2.826435984,9.701515123,2.496229743,2.482896546,109.686164,166.7031059,0.580605681,0.580605681,0.580605681,0.580605681,0.580605681,0.580605681,0.580605681,0.580605681,2.032425925,2.032425925,2.032425925,2.032425925,2.032425925,2.032425925,2.032425925,2.032425925,-208841.8051,-208841.8051,-208841.8051,-208841.8051,-208841.8051,-208841.8051,-208841.8051,-208841.8051,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,1527642576.57379-1545996970.62688i,0.81243674,0.824238034,0.937747363,3.190961838,0.835105866,0.832521273,35.87087213,52.77581841
3,0.145603705,0.139700364,0.212349784,-0.170554303,0.124981275,0.138322847,-1.187110028,-3.748156969,1.524065072,1.563859488,1.65912072,3.682859432,1.582196982,1.580141396,7.513974226,9.812353178,1.255727612,1.286581156,1.383925286,2.937702313,1.299524991,1.294864004,6.382408816,7.368280463,1.524972152,1.563893449,1.666111436,3.672178632,1.580854127,1.57992525,7.577660929,10.46741661,-0.180782666,-0.176033475,-0.123840466,-0.211124215,-0.197827721,-0.179898267,-0.13358448,-0.688997697,2.581440702,2.555065718,2.471442352,3.257469813,2.559850755,2.556743411,1.85470239,3.601257397,2.322774344,2.445656499,2.752681564,13.56345359,2.503347288,2.49684683,56.45980866,96.28227489,0.620155822,0.620155822,0.620155822,0.620155822,0.620155822,0.620155822,0.620155822,0.620155822,1.856451762,1.856451762,1.856451762,1.856451762,1.856451762,1.856451762,1.856451762,1.856451762,-120655.5064,-120655.5064,-120655.5064,-120655.5064,-120655.5064,-120655.5064,-120655.5064,-120655.5064,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,1816384135.22498-483780087.17104i,0.734504114,0.77247558,0.876750582,4.259101452,0.789321694,0.788394363,18.13599057,34.60585302
3,0.314727537,0.367550365,0.296811954,0.999386604,0.365501525,0.371568443,1.704966768,-0.806640221,1.480497675,1.491458796,1.651512103,3.153607877,1.480376685,1.505452644,7.325259792,4.583766755,1.264796701,1.274349312,1.412896254,2.62551617,1.264969303,1.28787419,6.103355966,2.875647456,1.507823255,1.530322924,1.671509138,3.296222949,1.519116031,1.544818296,7.492694722,4.63625202,0.014372742,-0.013555543,-0.013985548,-0.149487815,0.02399372,-0.035406737,-0.648112937,-1.335099829,2.273991785,2.348189812,2.139400082,2.807794789,2.322383826,2.321759638,2.629220932,8.4863603,2.191873365,2.22444934,2.727492226,9.945242645,2.191515129,2.266387665,53.65943102,21.01091766,0.549305851,0.549305851,0.549305851,0.549305851,0.549305851,0.549305851,0.549305851,0.549305851,2.178152309,2.178152309,2.178152309,2.178152309,2.178152309,2.178152309,2.178152309,2.178152309,-51663.83983,-51663.83983,-51663.83983,-51663.83983,-51663.83983,-51663.83983,-51663.83983,-51663.83983,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,1469248315.85015+1960198321.2973i,0.718077659,0.739667673,0.882445489,3.431654391,0.728873827,0.753746483,17.73155549,6.798070558
