sample1_1,sample1_2,sample1_3,sample1_4,sample1_5,sample1_6,sample1_7,sample1_8,sample2_1,sample2_2,sample2_3,sample2_4,sample2_5,sample2_6,sample2_7,sample2_8,sample3_1,sample3_2,sample3_3,sample3_4,sample3_5,sample3_6,sample3_7,sample3_8,sample4_1,sample4_2,sample4_3,sample4_4,sample4_5,sample4_6,sample4_7,sample4_8,sample5_1,sample5_2,sample5_3,sample5_4,sample5_5,sample5_6,sample5_7,sample5_8,sample6_1,sample6_2,sample6_3,sample6_4,sample6_5,sample6_6,sample6_7,sample6_8,sample7_1,sample7_2,sample7_3,sample7_4,sample7_5,sample7_6,sample7_7,sample7_8,sample8_1,sample8_2,sample8_3,sample8_4,sample8_5,sample8_6,sample8_7,sample8_8,sample9_1,sample9_2,sample9_3,sample9_4,sample9_5,sample9_6,sample9_7,sample9_8,sample10_1,sample10_2,sample10_3,sample10_4,sample10_5,sample10_6,sample10_7,sample10_8,sample11_1,sample11_2,sample11_3,sample11_4,sample11_5,sample11_6,sample11_7,sample11_8,sample12_1,sample12_2,sample12_3,sample12_4,sample12_5,sample12_6,sample12_7,sample12_8
4.36884018996954,-1.38768206509581,-4.1841970000147,-1.45971615232616,4.19156705647064,-19.6139097398747,1.70936283874426,3.48556573859206,13.8401298122131,14.6702101554077,12.6807362103436,15.5568590269808,15.9005391534059,29.7408569957628,13.1492830028166,23.5420561731143,11.4165230114244,12.103471007179,10.7343151113743,12.8237344729684,13.2481594485768,26.0299902802284,11.0866370111072,20.5493287902919,14.4604136966634,14.6771593637729,13.3049677490989,15.5631136707419,16.3821171585034,35.5267206694852,13.2076620056215,23.7053527732715,0.359518208853042,-0.175250209960004,-0.194711857769583,-0.387167245732346,-0.0845791499660902,-0.655586608357123,0.111773479773541,-0.123386429452544,2.59258447052582,2.26861909209449,2.99616358659458,2.16239264590919,3.1784556854406,2.41733439996915,2.09263240981952,1.85463091475861,191.54919321891,215.215066003828,160.801070836321,242.015862785354,252.827145368994,884.518574842411,172.903643488162,554.228408858067,0.351818081728024,0.351818081728024,0.351818081728024,0.351818081728024,0.351818081728024,0.351818081728024,0.351818081728024,0.351818081728024,2.52733568798878,2.52733568798878,2.52733568798878,2.52733568798878,2.52733568798878,2.52733568798878,2.52733568798878,2.52733568798878,-2720801.7734334,-2720801.7734334,-2720801.7734334,-2720801.7734334,-2720801.7734334,-2720801.7734334,-2720801.7734334,-2720801.7734334,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,108526397935.941+43549793483.0723i,66.0437648323521,68.0384492122086,55.911100296503,76.5003400499299,84.7638046156025,398.646431349154,55.0962815119339,177.485644542856
-3.5287615497168,4.61903314347111,-3.63441504757029,-5.18234218884474,3.41834063195307,4.02155126338214,-3.9684052539293,-10.7139431159821,15.3363324579566,13.2238905120572,11.4828978187041,16.4089258010425,12.3676990539247,13.6449667436643,15.2720438586544,16.2895057112255,12.4554867905391,11.2768667001822,9.31233088043058,14.1314089680276,10.4118524141659,11.9017598556922,13.1783717831494,16.1677747937237,15.6776452351549,13.9577534063184,12.0008096136736,17.145628864455,12.7840159758254,14.1732258973576,15.7204481451099,19.4430099760775,0.309420181878497,-0.138460096248321,-0.317461629043893,-0.115426652490774,0.135866101794963,-0.105954843067148,0.0349659636176595,0.372686807021575,3.12406685470976,2.94953878880534,3.41041216044564,2.12495180154829,2.58989693951995,2.11587607112658,2.19270981398746,2.76484806780974,235.203093260972,174.871280274877,131.8569423148,269.252845944117,152.959979888451,186.185117435705,233.235323620664,265.347996316048,0.477096772293579,0.477096772293579,0.477096772293579,0.477096772293579,0.477096772293579,0.477096772293579,0.477096772293579,0.477096772293579,2.0202277374449,2.0202277374449,2.0202277374449,2.0202277374449,2.0202277374449,2.0202277374449,2.0202277374449,2.0202277374449,-1442237.86620207,-1442237.86620207,-1442237.86620207,-1442237.86620207,-1442237.86620207,-1442237.86620207,-1442237.86620207,-1442237.86620207,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,400666757176.144+302532440372.333i,77.6304407788663,61.532056377039,45.4874381370545,92.8489985866636,51.6184543503701,63.4465197858947,78.0549107553298,119.398091427513
-1.60216393614562,-4.99497920737986,-5.46627031216209,-10.7272052792338,-1.27732917625751,-1.41571057464596,-0.765584028904018,6.19252834237061,16.2184713022615,15.149891266726,13.244429648774,15.5924734130699,13.3209626333973,14.8818969268506,16.7746321446115,19.2116784174195,13.7613116687327,12.6816277705795,11.449032765259,15.6370804366956,10.6799248706098,12.4771926779065,13.8902330629499,16.9347595314217,16.2332415446336,15.894887281154,14.2794553806582,18.8750786738856,13.3293397242179,14.8901775464599,16.7254644822324,20.1123524327845,-0.0747829660039143,0.343320021882379,0.367158262403344,0.257288636136364,0.049104315649504,0.193639243771474,-0.185214068984353,-0.20041010559606,2.18211324373832,3.09713071494211,3.38739928184363,2.70147374870336,2.73906672715764,2.18651662945485,2.25890117054392,2.12466528283817,263.038811382279,229.519205393621,175.414916721323,243.12522713729,177.448045480367,221.470856141406,281.388283587034,369.088587614343,0.485413822526109,0.485413822526109,0.485413822526109,0.485413822526109,0.485413822526109,0.485413822526109,0.485413822526109,0.485413822526109,2.06211465723855,2.06211465723855,2.06211465723855,2.06211465723855,2.06211465723855,2.06211465723855,2.06211465723855,2.06211465723855,-1695093.30355353,-1695093.30355353,-1695093.30355353,-1695093.30355353,-1695093.30355353,-1695093.30355353,-1695093.30355353,-1695093.30355353,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,3714959980500.13+2485007204179.26i,83.2301882387765,79.7967662124628,64.4010945754817,112.524714685237,56.1162281503298,70.0277287574136,88.3541109725998,127.760360310054
2.63739594744866,-5.25503276425115,0.0613315690995661,3.31826996679447,5.46829680933606,-15.6720924328645,14.3111364039902,18.4808356079287,14.4170982078176,13.8768019557691,12.9296295467354,15.9498997223987,18.5055681935656,14.2398335086315,18.4878615833875,12.8404086929017,12.1180799164766,11.7680076947441,10.3906799002498,13.1730406979279,15.3834735383312,17.403242072899,18.984956396067,19.348048547798,14.5999641557692,14.7869098598118,12.8783653280026,16.2293306902795,19.2260349258474,21.1371244775197,23.3215982416544,22.4746265759488,-0.242089597316307,-0.0293520564418312,0.0262883529431572,-0.523355779282903,0.260536511104839,-0.169796408791658,0.0171704050503032,-0.219090067173887,2.47333458444235,2.57092201094569,2.62648514806633,3.12398378842678,2.46358990901323,2.47694493862559,2.691438444037,2.42513690012115,207.852720733856,192.565632519638,167.175320215813,254.399301154575,342.456054166707,202.772858353545,341.801025926496,164.876095400745,0.416210928116362,0.416210928116362,0.416210928116362,0.416210928116362,0.416210928116362,0.416210928116362,0.416210928116362,0.416210928116362,2.39419576362606,2.39419576362606,2.39419576362606,2.39419576362606,2.39419576362606,2.39419576362606,2.39419576362606,2.39419576362606,-2243929.89881692,-2243929.89881692,-2243929.89881692,-2243929.89881692,-2243929.89881692,-2243929.89881692,-2243929.89881692,-2243929.89881692,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,5941546546812.24+217505896454.721i,67.3246284533512,69.0597875234501,52.3831569285006,83.1900862491578,116.748012681604,141.111377219896,171.785698761484,159.534771884892
0.582327770368043,3.06847786326001,0.746781790735018,5.67219785945572,12.8496007663408,-16.3413368075518,16.9416759582021,8.58888286142927,16.2977924192384,15.8358737616109,13.4206965195322,14.2781724324539,18.0224479647228,15.3050239852345,20.6203129465441,16.8815593349534,13.0482019421834,12.3510469917625,10.4740302778382,12.3557876110898,18.2597223276452,18.7099097934134,22.6919700289085,15.7673044203963,16.2434314018965,16.0686084408195,13.3881773677694,15.3108474876421,22.075847078211,22.347795649517,26.6241076562649,18.8810527364832,-0.0685833015630848,0.222502946216214,-0.224382993256494,-0.517150047299816,-0.121469809563477,0.455746004049578,-0.439124111614595,-0.172953310104145,2.68446138222959,3.29562302215256,3.32665551762803,3.48242521311256,2.61247965631514,3.90518892460521,2.72200119913581,2.30818015322668,265.618037740583,250.774897793675,180.115095069383,203.866208010888,324.808630641141,234.243759188604,425.197306013414,284.987045579551,0.451883675486684,0.451883675486684,0.451883675486684,0.451883675486684,0.451883675486684,0.451883675486684,0.451883675486684,0.451883675486684,2.17630319559265,2.17630319559265,2.17630319559265,2.17630319559265,2.17630319559265,2.17630319559265,2.17630319559265,2.17630319559265,-2495363.93731736,-2495363.93731736,-2495363.93731736,-2495363.93731736,-2495363.93731736,-2495363.93731736,-2495363.93731736,-2495363.93731736,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,15162024560463.1+2901006122396.44i,83.3347101669187,81.5505552925268,56.6126260685334,74.0404155870062,153.923574645617,157.739249753506,223.882685708591,112.595957172329
8.59889935203028,7.50136133676371,-1.7451373412135,1.41472184847678,-8.49722006706719,4.50594981489404,8.90996078716423,-18.2566776721332,19.1253256608067,15.4055170563137,15.6292707305707,20.0819484237956,25.4730707519569,20.4555296070606,32.9953484877522,22.0543550185855,17.2927213934347,13.4007893107784,12.7100480687835,15.9249231026644,22.237021722308,17.026120572317,28.7137354146639,22.7207652926685,20.9001471537974,17.0797191604402,15.664639304737,20.0520676878804,26.7568731785864,20.866514146083,34.0505506893626,28.5629231785359,-0.232974502920274,-0.0620073685818839,0.0522429649589805,0.244456678923025,0.0618241793947656,0.259384980198472,-0.332760398705506,-0.244519347107677,2.63007135321166,3.26228154856793,2.65717151753588,3.16764314974511,2.3566686265549,2.25438593241287,2.52571006996196,2.27812973075252,365.778081631911,237.329955772372,244.274103569475,403.284652495985,648.877333534201,418.428691505333,1088.69302182821,486.394575285807,0.425220103613468,0.425220103613468,0.425220103613468,0.425220103613468,0.425220103613468,0.425220103613468,0.425220103613468,0.425220103613468,2.38869021885926,2.38869021885926,2.38869021885926,2.38869021885926,2.38869021885926,2.38869021885926,2.38869021885926,2.38869021885926,-4025090.18084013,-4025090.18084013,-4025090.18084013,-4025090.18084013,-4025090.18084013,-4025090.18084013,-4025090.18084013,-4025090.18084013,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,17895053023766.7-1462069317941.99i,137.965234667421,92.1365357581213,77.5016862865534,126.99560757796,226.121109144235,137.521355048787,366.20027316667,257.677020603434
3.39217491174944,1.7277311732893,2.42551724127414,-11.4257340173846,-19.4430114480744,8.43218322975745,-57.8696250904852,-29.9188447609715,25.2156882385955,15.8043727651795,14.6226450948092,23.57294951462,24.2951286999546,16.7788372235941,74.9632300777619,18.3798152335051,21.8843157357786,13.1991918850707,11.9736255097313,22.9650159304248,26.7818698638342,14.7353598178012,80.2075402304724,30.4107592019149,25.3434706922546,15.8360628583349,14.7650900926481,26.1117053557375,31.041897862205,18.7188870515488,94.465762462643,35.0752589116855,-0.426799989170043,-0.319029658665921,-0.100976225724907,0.957673028069684,0.853175328218099,0.45802492120196,0.160561478229036,0.0117118947117833,2.26049307376937,2.28297041571024,2.7123761054555,3.25538386203437,3.89855728099303,2.49906470180733,1.76097401736806,2.08158577188542,635.830933346043,249.778198500747,213.821749568747,555.683948818824,590.253278547359,281.529378575867,5619.48586369146,337.817608017787,0.255196318513584,0.255196318513584,0.255196318513584,0.255196318513584,0.255196318513584,0.255196318513584,0.255196318513584,0.255196318513584,4.23294825045604,4.23294825045604,4.23294825045604,4.23294825045604,4.23294825045604,4.23294825045604,4.23294825045604,4.23294825045604,-14675877.9886439,-14675877.9886439,-14675877.9886439,-14675877.9886439,-14675877.9886439,-14675877.9886439,-14675877.9886439,-14675877.9886439,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,22847646276887-12941945426604.3i,202.862907784287,79.2072489543698,68.8561625428122,215.34801108345,304.345523156785,110.670118374999,2829.8821773487,388.572586023605
-16.9425822649701,-13.930524622112,0.659854894676162,-15.9034916143432,-0.120353977059338,1.32016730784085,-57.058394577488,-6.33891402088206,21.61940709747,16.6551636523107,13.2869790342421,17.9589430852224,25.2324740718988,9.77831186678689,103.964567692868,26.2436783817547,24.3045557870509,17.9530353037331,10.427175699523,20.9256796752046,20.2506622478582,8.14313627962652,106.783176814487,21.5135952432178,27.3996412943199,21.6622355510676,13.250587872788,23.9350155810072,25.1324339225335,9.82849797472075,118.230744474302,26.8969583718968,0.640571499389396,0.0458192116472374,0.212920984543256,0.789656548184946,-0.364653646566526,-0.24387311932795,0.735951860633035,-0.239724831519198,2.81152357226433,2.47498482937661,2.82195820761139,3.04271179637772,2.68879871836505,2.25901466004416,2.19638206851922,2.22222968264237,467.398763246136,277.394476285252,176.543811856389,322.523636738259,636.677747789045,95.6153829641453,10808.6313355649,688.730655004979,0.209995289494428,0.209995289494428,0.209995289494428,0.209995289494428,0.209995289494428,0.209995289494428,0.209995289494428,0.209995289494428,4.76170506703925,4.76170506703925,4.76170506703925,4.76170506703925,4.76170506703925,4.76170506703925,4.76170506703925,4.76170506703925,-20286048.0723384,-20286048.0723384,-20286048.0723384,-20286048.0723384,-20286048.0723384,-20286048.0723384,-20286048.0723384,-20286048.0723384,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,18771923340671.7-8458737786952.16i,237.115607471175,148.209804556817,55.4549961771007,180.941347838618,199.498431544121,30.5101745103259,4415.05666962496,228.495014288809
-9.74226163027831,-19.729802626174,0.745055851465361,18.1228189634202,8.03864778283712,4.34799018386169,23.3594519256108,27.8534572937927,21.6991543595229,19.8154316502623,12.3068630544258,29.0047588495851,12.4389664760316,11.6259263406991,83.822288569585,19.5489484433144,20.1592312859242,23.2589319028534,9.91511245179359,28.7869795660375,11.712399001553,9.80637918911632,66.7876859928147,28.6819980495484,23.7071303754685,27.906991287944,12.2805509596673,34.1033108241355,14.7688776169769,12.3690931897507,86.6953098687348,33.9844588244321,0.390873532898844,0.171383526315766,-0.255354838554676,-0.167471275576622,0.268675926740824,0.170879199338254,-0.895551467701134,-0.125460804786375,2.65841561166254,2.61076464318122,2.36146903182696,1.82906013533585,3.02242877553392,2.87901258504818,3.46403691900673,1.92163701127019,470.8532999184,392.651331486218,151.458878240392,841.276035922587,154.727886991838,135.162163279361,7026.17606104278,382.161385239364,0.270913673029223,0.270913673029223,0.270913673029223,0.270913673029223,0.270913673029223,0.270913673029223,0.270913673029223,0.270913673029223,3.9928333467345,3.9928333467345,3.9928333467345,3.9928333467345,3.9928333467345,3.9928333467345,3.9928333467345,3.9928333467345,-12938255.3378009,-12938255.3378009,-12938255.3378009,-12938255.3378009,-12938255.3378009,-12938255.3378009,-12938255.3378009,-12938255.3378009,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,813304100416.803-3910361285375.66i,177.51226558655,245.979615736415,47.6327971947139,367.378003541058,68.8914570491287,48.3221345974434,2373.858188975,364.829549730559
5.44542833864956,8.04432270221251,1.6867972966574,16.0346566403041,6.46741887998234,1.31991458656222,64.249631949739,30.349279800277,19.64677564609,32.8364163732015,12.4145838001525,30.882874048968,13.3009707611815,12.0643547536309,44.1113939577789,19.325969679639,16.1035915010754,29.79067896396,9.86317063278426,29.6999982039703,11.8574334243833,9.32057038562244,65.0819186652974,31.2337851459015,20.3121890598299,33.6806173505265,12.4797430438473,34.6885090987991,14.7424297971575,12.088659234042,77.8356429007592,35.938943466235,0.304278614854958,-0.420002126517267,-0.55770878124234,-0.155245809182305,0.174651262071838,0.434239213552025,0.0186779726192123,-0.168321313040182,2.61965545101812,2.06335658111187,2.97086293103739,1.73282505647919,2.59746265174669,3.36322140598239,1.62882364410357,2.19417575725348,385.995793287795,1078.23024023426,154.121890931008,953.751909524419,176.915823189806,145.548655621456,1945.81507689837,373.493104058325,0.256178149621926,0.256178149621926,0.256178149621926,0.256178149621926,0.256178149621926,0.256178149621926,0.256178149621926,0.256178149621926,4.04335632602308,4.04335632602308,4.04335632602308,4.04335632602308,4.04335632602308,4.04335632602308,4.04335632602308,4.04335632602308,-11228040.0061321,-11228040.0061321,-11228040.0061321,-11228040.0061321,-11228040.0061321,-11228040.0061321,-11228040.0061321,-11228040.0061321,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,-833870220217.466-3684169916957.19i,130.311813281348,358.351821970589,49.1905495390439,380.364294674151,68.6449389893396,46.1558397560427,2000.55544894899,407.944420630411
